Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.16     24.45     0.04     1446     0.00     0.00  Mod_LeafPVS
  0.15     24.48     0.04    14595     0.00     0.00  SV_RecursiveSurfCheck
  0.14     24.52     0.04    41031     0.00     0.00  MSG_ReadByte
  0.13     24.56     0.04     4409     0.00     0.00  SV_TouchLinks
  0.13     24.59     0.03     1886     0.00     0.00  quake::math::multiply(ScePspFMatrix4 const&, ScePspFMatrix4 const&, ScePspFMatrix4*)
  0.13     24.62     0.03     4572     0.00     0.00  MSG_ReadCoord
  0.12     24.65     0.03    33778     0.00     0.00  Q_strcasecmp
  0.12     24.68     0.03                             PF_normalize
  0.11     24.71     0.03      208     0.00     0.00  Sys_Printf
  0.11     24.74     0.03      166     0.00     0.00  Hunk_HighAllocName
  0.11     24.77     0.03      165     0.00     0.00  Hunk_FreeToHighMark
  0.10     24.80     0.03     7223     0.00     0.00  GL_BindLM
  0.10     24.82     0.03     2452     0.00     0.00  R_RenderView
  0.10     24.85     0.03     7414     0.00     0.00  SZ_Write
  0.10     24.88     0.03     6945     0.00     0.00  MSG_ReadString
  0.10     24.90     0.03     5556     0.00     0.00  CalcSurfaceExtents(msurface_s*)
  0.10     24.93     0.03     1220     0.00     0.00  CDAudio_Update
  0.09     24.95     0.02     2911     0.00     0.00  GetEdictFieldValue
  0.09     24.97     0.02     1217     0.00     0.00  D_StartParticles
  0.09     25.00     0.02     1217     0.00     0.00  R_SetupGL()
  0.08     25.02     0.02    11915     0.00     0.00  SV_Move
  0.08     25.04     0.02     1217     0.00     0.00  SV_AddToFatPVS
  0.08     25.06     0.02      177     0.00     0.00  COM_FindFile
  0.07     25.08     0.02     2963     0.00     0.00  _VectorSubtract
  0.07     25.10     0.02     1217     0.00     0.00  R_AnimateLight
  0.07     25.12     0.02      352     0.00     0.00  Cache_TryAlloc
  0.07     25.14     0.02      251     0.00     0.00  GL_LoadTexture
  0.07     25.16     0.02                             PF_vectoyaw
  0.07     25.17     0.02    23240     0.00     0.00  Draw_AlphaPic(int, int, qpic_t*, float)
  0.07     25.19     0.02    16351     0.00     0.00  SV_ClipMoveToEntity
  0.07     25.21     0.02      110     0.00     0.00  COM_DefaultExtension
  0.07     25.23     0.02    18475     0.00     0.00  MSG_WriteCoord
  0.07     25.24     0.02    12907     0.00     0.00  Hunk_AllocName
  0.07     25.26     0.02      206     0.00     0.00  Sys_FileClose
  0.06     25.28     0.02     1220     0.00     0.00  CL_RelinkEntities
  0.06     25.29     0.01     4483     0.00     0.00  Q_memset
  0.06     25.31     0.01     2735     0.00     0.00  EmitWaterPolys
  0.06     25.32     0.01     1216     0.00     0.00  V_DriftPitch
  0.06     25.34     0.01     1168     0.00     0.00  SV_PointContents
  0.05     25.35     0.01     1218     0.00     0.00  SV_SetIdealPitch
  0.05     25.36     0.01     3976     0.00     0.00  R_LightPoint
  0.05     25.38     0.01     1235     0.00     0.00  V_UpdatePalette
  0.05     25.39     0.01     5668     0.00     0.00  R_DrawAliasModel(entity_s*)
  0.05     25.40     0.01     1223     0.00     0.00  MSG_WriteLong
  0.05     25.41     0.01     1216     0.00     0.00  CL_AdjustAngles
  0.05     25.42     0.01      755     0.00     0.00  R_AddDynamicLights(msurface_s*)
  0.05     25.44     0.01        1     0.01     0.01  mp3_init
  0.04     25.45     0.01     7336     0.00     0.00  COM_StripExtension
  0.04     25.46     0.01     4880     0.00     0.00  Loop_GetMessage
  0.04     25.47     0.01     1221     0.00     0.00  IN_Commands
  0.04     25.48     0.01      401     0.00     0.00  ED_Alloc
  0.04     25.49     0.01                             Draw_TransPic
  0.03     25.50     0.01     6179     0.00     0.00  MSG_WriteShort
  0.03     25.50     0.01     1235     0.00     0.00  GL_BeginRendering
  0.03     25.51     0.01     1220     0.00     0.00  CL_UpdateTEnts
  0.03     25.52     0.01     1217     0.00     0.00  D_EndParticles
  0.03     25.53     0.01     1210     0.00     0.00  ED_ParseEpair
  0.03     25.54     0.01     1172     0.00     0.00  Draw_CachePic
  0.03     25.55     0.01      669     0.00     0.00  R_RotateForEntity
  0.03     25.56     0.01     2443     0.00     0.00  CL_GetMessage
  0.03     25.57     0.01     1886     0.00     0.00  R_BlendLightmaps()
  0.03     25.57     0.01        1     0.01     0.01  Cvar_FindVar
  0.03     25.58     0.01     7548     0.00     0.00  SNDDMA_Submit
  0.03     25.59     0.01     6809     0.00     0.00  S_LoadSound
  0.03     25.59     0.01     6175     0.00     0.00  MSG_ReadLong
  0.03     25.60     0.01     3651     0.00     0.00  Sbar_DrawNum
  0.03     25.61     0.01     1361     0.00     0.00  D_CreateBuffer
  0.03     25.62     0.01     1223     0.00     0.00  CL_ParseServerMessage
  0.03     25.62     0.01     1220     0.00     0.00  Cbuf_Execute
  0.03     25.63     0.01     1220     0.00     0.00  S_Update
  0.03     25.64     0.01     1217     0.00     0.01  R_DrawWorld
  0.03     25.64     0.01        1     0.01     0.01  MaterialsInit
  0.03     25.65     0.01                             PF_precache_sound
  0.02     25.66     0.01     1581     0.00     0.00  MIX_MixChannelsToPaintbuffer
  0.02     25.66     0.01     1235     0.00     0.00  SCR_TileClear()
  0.02     25.67     0.01     1217     0.00     0.00  Sbar_DrawFace
  0.02     25.68     0.01     1217     0.00     0.00  V_CalcRefdef
  0.02     25.68     0.01      292     0.00     0.00  Draw_FadeScreenColor
  0.02     25.69     0.01      164     0.00     0.00  Cvar_RegisterVariable
  0.02     25.69     0.01      144     0.00     0.00  Cache_Alloc
  0.02     25.70     0.01                             SV_LinkEdict
  0.02     25.70     0.01     2505     0.00     0.00  S_PaintChannels
  0.02     25.71     0.01     2432     0.00     0.00  Loop_SendUnreliableMessage
  0.02     25.71     0.01     1223     0.00     0.00  MSG_ReadFloat
  0.02     25.72     0.01     1220     0.00     0.00  CL_SendCmd
  0.02     25.72     0.01     1220     0.00     0.00  Sys_ConsoleInput
  0.02     25.73     0.01     1217     0.00     0.00  Draw_TileClear
  0.02     25.73     0.01     1217     0.00     0.00  R_RenderDlights
  0.02     25.74     0.01     1217     0.00     0.00  R_SetFrustum()
  0.02     25.74     0.01     1217     0.00     0.00  quake::clipping::begin_frame()
  0.02     25.75     0.01     1021     0.00     0.00  SV_UserFriction
  0.02     25.75     0.01       58     0.00     0.00  Hunk_Print
  0.02     25.76     0.01       20     0.00     0.00  R_MarkLights
  0.02     25.76     0.00     2505     0.00     0.00  SNDDMA_GetDMAPos
  0.02     25.77     0.00     2435     0.00     0.00  R_DrawParticles
  0.02     25.77     0.00     2432     0.00     0.00  NET_SendUnreliableMessage
  0.02     25.77     0.00     1773     0.00     0.00  Cmd_CompleteCommand
  0.02     25.78     0.00     1220     0.00     0.00  CL_ReadFromServer
  0.02     25.78     0.00     1220     0.00     0.00  SV_ReadClientMessage
  0.02     25.79     0.00     1217     0.00     0.00  R_MarkLeaves()
  0.02     25.79     0.00     1214     0.00     0.00  SV_ReadClientMove
  0.02     25.80     0.00     1168     0.00     0.00  SV_WalkMove
  0.02     25.80     0.00      669     0.00     0.00  quake::clipping::end_brush_model()
  0.02     25.80     0.00        2     0.00     0.00  mp3_deinit
  0.02     25.81     0.00                             SV_UpdateToReliableMessages
  0.02     25.81     0.00                             S_Update_
  0.01     25.81     0.00     3976     0.00     0.00  Mod_Extradata
  0.01     25.82     0.00     2861     0.00     0.00  CL_ParseUpdate
  0.01     25.82     0.00     2434     0.00     0.00  MSG_WriteFloat
  0.01     25.82     0.00     2432     0.00     0.00  COM_SkipPath
  0.01     25.83     0.00     1911     0.00     0.00  Z_Free
  0.01     25.83     0.00     1493     0.00     0.00  Cmd_TokenizeString
  0.01     25.83     0.00     1236     0.00     0.00  Con_CheckResize
  0.01     25.84     0.00     1235     0.00     0.00  GL_Set2D
  0.01     25.84     0.00     1235     0.00     0.00  Sbar_Draw
  0.01     25.84     0.00     1221     0.00     0.00  Loop_Close
  0.01     25.84     0.00     1220     0.00     0.00  SV_RunClients
  0.01     25.85     0.00     1220     0.00     0.00  SV_SendClientMessages
  0.01     25.85     0.00     1217     0.00     0.00  CalcGunAngle
  0.01     25.85     0.00     1217     0.00     0.00  R_ClearSkyBox
  0.01     25.86     0.00     1217     0.00     0.00  SV_WriteEntitiesToClient
  0.01     25.86     0.00     1217     0.00     0.00  V_CalcShake
  0.01     25.86     0.00     1217     0.00     0.00  V_SetContentsColor
  0.01     25.86     0.00     1172     0.00     0.00  SV_Physics
  0.01     25.87     0.00      757     0.00     0.00  SV_PushEntity
  0.01     25.87     0.00      637     0.00     0.00  R_DrawSkyChain
  0.01     25.87     0.00      605     0.00     0.00  VectorLength2
  0.01     25.88     0.00      525     0.00     0.00  SV_Physics_Toss
  0.01     25.88     0.00      268     0.00     0.00  Con_Init
  0.01     25.88     0.00      160     0.00     0.00  SubdividePolygon(int, float*)
  0.01     25.89     0.00       16     0.00     0.00  R_RunParticleEffect
  0.01     25.89     0.00                             Mod_ForName
  0.01     25.89     0.00                             PF_stuffcmd
  0.01     25.89     0.00                             SCR_UpdateScreen
  0.01     25.90     0.00                             SV_WriteClientdataToMessage
  0.01     25.90     0.00     4880     0.00     0.00  NET_GetMessage
  0.01     25.90     0.00     2407     0.00     0.00  MSG_WriteChar
  0.01     25.90     0.00     1357     0.00     0.00  Sbar_itoa
  0.01     25.91     0.00     1300     0.00     0.00  SV_FlyMove
  0.01     25.91     0.00     1221     0.00     0.00  Sys_SendKeyEvents
  0.01     25.91     0.00     1220     0.00     0.00  NET_Poll
  0.01     25.91     0.00     1220     0.00     0.00  SV_CheckForNewClients
  0.01     25.91     0.00     1217     0.00     0.00  D_DeleteBuffer
  0.01     25.92     0.00     1217     0.00     0.00  R_DrawWaterSurfaces
  0.01     25.92     0.00     1217     0.00     0.00  R_SetupFrame()
  0.01     25.92     0.00     1217     0.00     0.00  R_Mirror()
  0.01     25.92     0.00     1172     0.00     0.00  SV_Physics_Client
  0.01     25.92     0.00     1124     0.00     0.00  Con_DrawNotify
  0.01     25.93     0.00      542     0.00     0.00  PR_Init
  0.01     25.93     0.00       53     0.00     0.00  Con_DrawInput
  0.01     25.93     0.00        6     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.01     25.93     0.00        1     0.00     0.00  SNDDMA_Init
  0.01     25.93     0.00                             Cmd_ExecuteString
  0.01     25.94     0.00                             Draw_FadeScreen
  0.01     25.94     0.00                             Draw_Pic
  0.01     25.94     0.00                             M_Draw
  0.01     25.94     0.00                             PF_VarString
  0.01     25.94     0.00                             PF_tracematerial
  0.01     25.95     0.00                             SV_ClientThink
  0.01     25.95     0.00                             V_RenderView
  0.00     25.95     0.00     2874     0.00     0.00  IN_MLookDown
  0.00     25.95     0.00     2334     0.00     0.00  SV_AirMove
  0.00     25.95     0.00     1220     0.00     0.00  CL_ParseClientdata
  0.00     25.95     0.00     1216     0.00     0.00  IN_Move
  0.00     25.95     0.00     1168     0.00     0.00  SV_CheckStuck
  0.00     25.95     0.00     1157     0.00     0.00  SV_TraceTexture
  0.00     25.95     0.00     1104     0.00     0.00  Q_strncasecmp
  0.00     25.96     0.00     1012     0.00     0.00  R_DrawBrushModel
  0.00     25.96     0.00      669     0.00     0.00  quake::clipping::begin_brush_model()
  0.00     25.96     0.00      385     0.00     0.00  ED_ParseEdict
  0.00     25.96     0.00      352     0.00     0.00  SV_CreateAreaNode
  0.00     25.96     0.00      271     0.00     0.00  MSG_WriteString
  0.00     25.96     0.00      146     0.00     0.00  COM_MemFgets
  0.00     25.96     0.00      117     0.00     0.00  S_TouchSound
  0.00     25.96     0.00      113     0.00     0.00  W_GetLumpName
  0.00     25.96     0.00       96     0.00     0.00  EDICT_NUM
  0.00     25.96     0.00       73     0.00     0.01  CL_ParseStartSoundPacket
  0.00     25.97     0.00       41     0.00     0.00  R_SplitEntityOnNode(mnode_s*)
  0.00     25.97     0.00       36     0.00     0.00  RandomLong
  0.00     25.97     0.00       22     0.00     0.00  Loop_SendMessage
  0.00     25.97     0.00        3     0.00     0.00  Mod_SetParent(mnode_s*, mnode_s*)
  0.00     25.97     0.00        2     0.00     0.00  CL_NewTranslation
  0.00     25.97     0.00        1     0.00     0.00  Hunk_Check
  0.00     25.97     0.00        1     0.00     0.00  Key_WriteBindings
  0.00     25.97     0.00        1     0.00     0.00  SND_PaintChannelFrom8
  0.00     25.97     0.00                             Cmd_Echo_f
  0.00     25.98     0.00                             Draw_BeginDisc
  0.00     25.98     0.00                             Mod_TouchModel
  0.00     25.98     0.00                             PF_ambientsound
  0.00     25.98     0.00                             PF_makevectors
  0.00     25.98     0.00                             PF_precache_model
  0.00     25.98     0.00                             PF_setmodel
  0.00     25.98     0.00                             PF_traceline
  0.00     25.98     0.00                             SV_SendNop
  0.00     25.98     0.00                             SV_StartSound
  0.00     25.98     0.00                             R_RenderScene()
  0.00     25.98     0.00     1221     0.00     0.00  NET_CheckNewConnections
  0.00     25.98     0.00     1217     0.00     0.00  SV_SendClientDatagram
  0.00     25.98     0.00     1216     0.00     0.00  CL_BaseMove
  0.00     25.98     0.00     1216     0.00     0.00  CL_SendMove
  0.00     25.98     0.00     1167     0.00     0.00  V_CalcRoll
  0.00     25.98     0.00      637     0.00     0.00  R_DrawScroll_SkyChain(msurface_s*)
  0.00     25.98     0.00      352     0.00     0.00  COM_LoadFile
  0.00     25.98     0.00      340     0.00     0.00  Mod_LoadModel(model_s*, qboolean)
  0.00     25.98     0.00      302     0.00     0.00  Cmd_AddCommand
  0.00     25.98     0.00      294     0.00     0.00  round_up(unsigned int)
  0.00     25.98     0.00      273     0.00     0.00  Q_strcat
  0.00     25.98     0.00      251     0.00     0.00  GL_GetTexfName(int)
  0.00     25.98     0.00      232     0.00     0.00  S_FindName
  0.00     25.98     0.00      232     0.00     0.00  round_down(unsigned int)
  0.00     25.98     0.00      208     0.00     0.00  Cache_Move
  0.00     25.98     0.00      195     0.00     0.00  CL_KeepaliveMessage
  0.00     25.98     0.00      174     0.00     0.00  Draw_EndDisc
  0.00     25.98     0.00      166     0.00     0.00  Hunk_TempAlloc
  0.00     25.98     0.00      160     0.00     0.00  GL_SubdivideSurface
  0.00     25.98     0.00      135     0.00     0.00  Host_FilterTime
  0.00     25.98     0.00      116     0.00     0.00  GetWavinfo
  0.00     25.98     0.00      116     0.00     0.00  ResampleSfx
  0.00     25.98     0.00      110     0.00     0.00  Draw_PicFromWad
  0.00     25.98     0.00       89     0.00     0.00  VectorInverse
  0.00     25.98     0.00       79     0.00     0.00  S_StartSound
  0.00     25.98     0.00       67     0.00     0.00  Cvar_Set
  0.00     25.98     0.00       62     0.00     0.00  Cache_MakeLRU
  0.00     25.98     0.00       61     0.00     0.00  Con_DrawConsole
  0.00     25.98     0.00       60     0.00     0.00  CL_ParseBaseline
  0.00     25.98     0.00       58     0.00     0.00  Q_atoi
  0.00     25.98     0.00       55     0.00     0.00  S_StaticSound
  0.00     25.98     0.00       54     0.00     0.00  Cvar_Command
  0.00     25.98     0.00       53     0.00     0.00  Key_Event
  0.00     25.98     0.00       50     0.00     0.00  COM_FileExtension
  0.00     25.98     0.00       41     0.00     0.00  R_AddEfrags
  0.00     25.98     0.00       41     0.00     0.00  SV_ModelIndex
  0.00     25.98     0.00       31     0.00     0.00  COM_FileBase
  0.00     25.98     0.00       28     0.00     0.02  GL_MakeAliasModelDisplayLists
  0.00     25.98     0.00       28     0.00     0.00  Mod_LoadAllSkins(int, daliasskintype_t*)
  0.00     25.98     0.00       26     0.00     0.00  Con_Printf
  0.00     25.98     0.00       21     0.00     0.00  Con_Print
  0.00     25.98     0.00       20     0.00     0.00  W_GetLumpNum
  0.00     25.98     0.00       20     0.00     0.00  memsearch
  0.00     25.98     0.00       18     0.00     0.00  CL_ParseTEnt
  0.00     25.98     0.00       12     0.00     0.00  Cvar_VariableString
  0.00     25.98     0.00       12     0.00     0.00  Host_Startdemos_f
  0.00     25.98     0.00       10     0.00     0.00  NET_CanSendMessage
  0.00     25.98     0.00        9     0.00     0.00  NET_SendMessage
  0.00     25.98     0.00        8     0.00     0.00  Mod_LoadSpriteFrame(void*, mspriteframe_s**, int, int)
  0.00     25.98     0.00        7     0.00     0.01  COM_LoadPackFile
  0.00     25.98     0.00        7     0.00     0.03  Sys_Quit
  0.00     25.98     0.00        5     0.00     0.00  SV_PushMove
  0.00     25.98     0.00        4     0.00     0.00  CL_SignonReply
  0.00     25.98     0.00        3     0.00     0.00  CL_Disconnect
  0.00     25.98     0.00        3     0.00     0.00  Host_ShutdownServer
  0.00     25.98     0.00        3     0.00     0.00  SCR_CenterPrint
  0.00     25.98     0.00        3     0.00     0.00  VID_ShiftPalette
  0.00     25.98     0.00        2     0.00     0.00  CDAudio_Pause
  0.00     25.98     0.00        2     0.00     0.00  CDAudio_Resume
  0.00     25.98     0.00        2     0.00     0.00  Datagram_Close
  0.00     25.98     0.00        2     0.00     0.49  Datagram_Init
  0.00     25.98     0.00        2     0.00     0.00  Host_Loadgame_f
  0.00     25.98     0.00        2     0.00     0.00  NET_Close
  0.00     25.98     0.00        2     0.00     0.00  NET_NewQSocket
  0.00     25.98     0.00        2     0.00     0.01  R_TeleportSplash
  0.00     25.98     0.00        2     0.00     0.00  SCR_BeginLoadingPlaque
  0.00     25.98     0.00        2     0.00     0.00  SV_DropClient
  0.00     25.98     0.00        2     0.00     0.00  SXDLY_CheckNewDelayVal
  0.00     25.98     0.00        2     0.00     0.00  SXDLY_CheckNewStereoDelayVal
  0.00     25.98     0.00        2     0.00     0.00  SXRVB_CheckNewReverbVal
  0.00     25.98     0.00        2     0.00     0.00  SX_Free
  0.00     25.98     0.00        2     0.00     0.00  S_SoundInfo_f
  0.00     25.98     0.00        2     0.00     0.00  Mod_LoadSpriteModel(model_s*, void*)
  0.00     25.98     0.00        1     0.00     0.01  CDAudio_Init
  0.00     25.98     0.00        1     0.00     0.00  CDAudio_Stop
  0.00     25.98     0.00        1     0.00     0.00  CL_ClearState
  0.00     25.98     0.00        1     0.00     0.00  CL_EstablishConnection
  0.00     25.98     0.00        1     0.00     0.00  CL_InitTEnts
  0.00     25.98     0.00        1     0.00     0.00  CL_ParseScreenFade
  0.00     25.98     0.00        1     0.00     0.21  CL_ParseServerInfo
  0.00     25.98     0.00        1     0.00     0.00  COM_AddGameDirectory
  0.00     25.98     0.00        1     0.00     0.01  COM_CheckRegistered
  0.00     25.98     0.00        1     0.00     0.02  COM_Init
  0.00     25.98     0.00        1     0.00     0.00  COM_InitFilesystem
  0.00     25.98     0.00        1     0.00     0.00  Cbuf_InsertText
  0.00     25.98     0.00        1     0.00     0.00  Con_isSetOSKActive
  0.00     25.98     0.00        1     0.00     0.00  D_FlushCaches
  0.00     25.98     0.00        1     0.00     0.01  Draw_Init
  0.00     25.98     0.00        1     0.00     0.59  GL_BuildLightmaps
  0.00     25.98     0.00        1     0.00     0.02  Host_InitLocal
  0.00     25.98     0.00        1     0.00     0.00  Host_InitVCR
  0.00     25.98     0.00        1     0.00     0.00  Host_WriteConfiguration
  0.00     25.98     0.00        1     0.00     0.00  IN_Init
  0.00     25.98     0.00        1     0.00     0.00  IN_Shutdown
  0.00     25.98     0.00        1     0.00     0.00  Loop_Connect
  0.00     25.98     0.00        1     0.00     0.00  M_SinglePlayer_Key
  0.00     25.98     0.00        1     0.00     0.08  Memory_Init
  0.00     25.98     0.00        1     0.00     0.00  Mod_ClearAll
  0.00     25.98     0.00        1     0.00     0.00  Mod_Init
  0.00     25.98     0.00        1     0.00     0.00  NET_Connect
  0.00     25.98     0.00        1     0.00     1.03  NET_Init
  0.00     25.98     0.00        1     0.00     0.00  NET_SendToAll
  0.00     25.98     0.00        1     0.00     0.00  NET_Shutdown
  0.00     25.98     0.00        1     0.00     0.43  PR_LoadProgs
  0.00     25.98     0.00        1     0.00     0.08  R_Init
  0.00     25.98     0.00        1     0.00     0.00  R_InitParticles
  0.00     25.98     0.00        1     0.00     0.00  R_InitSky
  0.00     25.98     0.00        1     0.00     0.00  R_InitTextures
  0.00     25.98     0.00        1     0.00     0.59  R_NewMap
  0.00     25.98     0.00        1     0.00     0.04  SCR_Init
  0.00     25.98     0.00        1     0.00     0.00  SV_ConnectClient
  0.00     25.98     0.00        1     0.00     0.00  SV_CreateBaseline
  0.00     25.98     0.00        1     0.00     0.02  SV_Init
  0.00     25.98     0.00        1     0.00     0.01  SV_SendServerinfo
  0.00     25.98     0.00        1     0.00     0.55  SV_SpawnServer
  0.00     25.98     0.00        1     0.00     0.00  SXDLY_DoDelay
  0.00     25.98     0.00        1     0.00     0.00  SXRVB_DoReverb
  0.00     25.98     0.00        1     0.00     0.07  Sbar_Init
  0.00     25.98     0.00        1     0.00     0.00  Sky_Init
  0.00     25.98     0.00        1     0.00     0.00  Sky_LoadSkyBox
  0.00     25.98     0.00        1     0.00     0.00  Sky_NewMap
  0.00     25.98     0.00        1     0.00     0.01  W_LoadWadFile
  0.00     25.98     0.00        1     0.00     0.00  GL_Upload16_A(int, unsigned char const*, int, int)
  0.00     25.98     0.00        1     0.00     0.02  Mod_LoadEdges(lump_t*)
  0.00     25.98     0.00        1     0.00     0.06  Mod_LoadFaces(lump_t*)
  0.00     25.98     0.00        1     0.00     0.01  Mod_LoadLeafs(lump_t*)
  0.00     25.98     0.00        1     0.00     0.00  StartUpParams(char**, int, char*, char*, char*)
  0.00     25.98     0.00        1     0.00     0.01  Mod_LoadPlanes(lump_t*)
  0.00     25.98     0.00        1     0.00     0.00  Mod_LoadTexinfo(lump_t*)
  0.00     25.98     0.00        1     0.00     0.00  Mod_LoadLighting(lump_t*)
  0.00     25.98     0.00        1     0.00     0.05  Mod_LoadTextures(lump_t*)
  0.00     25.98     0.00        1     0.00     0.02  Mod_LoadVertexes(lump_t*)
  0.00     25.98     0.00        1     0.00     0.01  Mod_LoadClipnodes(lump_t*)
  0.00     25.98     0.00        1     0.00     0.00  Mod_LoadSubmodels(lump_t*)
  0.00     25.98     0.00        1     0.00     0.21  Mod_LoadBrushModel(model_s*, void*)
  0.00     25.98     0.00        1     0.00     0.00  GL_InitTextureUsage()
  0.00     25.98     0.00        1     0.00     0.00  Mod_LoadMarksurfaces(lump_t*)
  0.00     25.98     0.00        1     0.00     5.57  main

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.00% of 25.98 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     33.8    0.00    8.77                 R_RenderScene() [1]
                0.01    6.46    1217/1217        R_DrawWorld [2]
                0.01    1.27    4451/5668        R_DrawAliasModel(entity_s*) [14]
                0.00    0.86    1012/1012        R_DrawBrushModel [35]
                0.00    0.10    1217/1217        R_SetupFrame() [111]
                0.02    0.03    1217/1217        R_SetupGL() [163]
